AREA,area_name,OCC_CODE,occupation_name,OCC_TITLE,total_employment,hourly_mean_wage,annual_mean_wage,hourly_median_wage,annual_median_wage,wage_10th_percentile_annual,wage_25th_percentile_annual,wage_75th_percentile_annual,wage_90th_percentile_annual,data_year,collection_date,wage_category,labor_cost_level
18580,Eau Claire Msa,49-3023,Automotive Technicians,Automotive Service Technicians and Mechanics,1995,20.15,41911,18.54,38558,27242,33529,52389,62867,2019,2025-06-27 19:46:13.027628,Low-Middle,Moderate Cost
18580,Eau Claire Msa,13-2011,Accountants,Accountants and Auditors,3135,30.3,63024,27.88,57982,40965,50419,78780,94536,2019,2025-06-27 19:46:13.027640,Middle,Moderate Cost
18580,Eau Claire Msa,15-1252,Software Developers,Software Developers,2137,36.8,76540,33.85,70417,49751,61232,95675,114810,2019,2025-06-27 19:46:13.027649,Middle,High Cost
18580,Eau Claire Msa,13-1161,Marketing Specialists,Marketing Specialists,1710,25.72,53495,23.66,49215,34771,42796,66868,80242,2019,2025-06-27 19:46:13.027656,Middle,Moderate Cost
18580,Eau Claire Msa,41-9022,Real Estate Agents,Real Estate Sales Agents,1140,23.4,48669,21.53,44776,31635,38935,60837,73004,2019,2025-06-27 19:46:13.027663,Low-Middle,Moderate Cost
48580,Wausau Msa,11-1021,General Managers,General and Operations Managers,3562,42.13,87621,38.76,80611,56953,70097,109526,131432,2019,2025-06-27 19:46:13.027671,High,High Cost
48580,Wausau Msa,11-9051,Food Service Managers,Food Service Managers,1140,23.17,48195,21.32,44339,31326,38556,60243,72292,2019,2025-06-27 19:46:13.027679,Low-Middle,Moderate Cost
48580,Wausau Msa,11-9081,Retail Managers,Retail Sales Managers,1710,21.49,44705,19.77,41129,29058,35764,55882,67058,2019,2025-06-27 19:46:13.027686,Low-Middle,Moderate Cost
48580,Wausau Msa,11-9021,Construction Managers,Construction Managers,498,38.39,79855,35.32,73466,51905,63884,99818,119782,2019,2025-06-27 19:46:13.027693,Middle,High Cost
48580,Wausau Msa,29-1141,Registered Nurses,Registered Nurses,9262,32.06,66682,29.49,61348,43343,53346,83353,100024,2019,2025-06-27 19:46:13.027700,Middle,High Cost
48580,Wausau Msa,31-9092,Medical Assistants,Medical Assistants,2565,15.89,33043,14.62,30400,21478,26434,41304,49565,2019,2025-06-27 19:46:13.027706,Low-Middle,Low Cost
48580,Wausau Msa,31-1121,Home Health Aides,Home Health and Personal Care Aides,4987,12.18,25333,11.21,23306,16466,20266,31666,37999,2019,2025-06-27 19:46:13.027713,Low,Low Cost
48580,Wausau Msa,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,6412,10.98,22836,10.1,21009,14843,18269,28545,34254,2019,2025-06-27 19:46:13.027720,Low,Low Cost
48580,Wausau Msa,35-3031,Waiters Waitresses,Waiters and Waitresses,7410,10.49,21818,9.65,20072,14181,17454,27272,32727,2019,2025-06-27 19:46:13.027727,Low,Low Cost
48580,Wausau Msa,35-2014,Cooks Restaurant,"Cooks, Restaurant",3990,12.3,25576,11.31,23530,16625,20461,31971,38365,2019,2025-06-27 19:46:13.027734,Low,Low Cost
48580,Wausau Msa,35-3011,Bartenders,Bartenders,2137,11.53,23980,10.61,22062,15587,19184,29975,35970,2019,2025-06-27 19:46:13.027741,Low,Low Cost
48580,Wausau Msa,41-2031,Retail Salespersons,Retail Salespersons,12112,13.37,27804,12.3,25580,18073,22243,34756,41707,2019,2025-06-27 19:46:13.027747,Low-Middle,Low Cost
48580,Wausau Msa,41-2011,Cashiers,Cashiers,13537,10.54,21923,9.7,20169,14249,17538,27403,32884,2019,2025-06-27 19:46:13.027753,Low,Low Cost
48580,Wausau Msa,43-4051,Customer Service Reps,Customer Service Representatives,5985,16.12,33529,14.83,30847,21794,26823,41911,50294,2019,2025-06-27 19:46:13.027759,Low-Middle,Low Cost
48580,Wausau Msa,39-5012,Hairdressers,"Hairdressers, Hairstylists, and Cosmetologists",1211,14.33,29803,13.18,27419,19372,23843,37254,44705,2019,2025-06-27 19:46:13.027764,Low-Middle,Low Cost
48580,Wausau Msa,39-9031,Fitness Trainers,Fitness Trainers and Aerobics Instructors,783,16.37,34056,15.06,31332,22136,27245,42570,51084,2019,2025-06-27 19:46:13.027770,Low-Middle,Low Cost
48580,Wausau Msa,39-9011,Childcare Workers,Childcare Workers,3562,11.36,23636,10.45,21745,15363,18909,29545,35454,2019,2025-06-27 19:46:13.027776,Low,Low Cost
48580,Wausau Msa,47-2031,Carpenters,Carpenters,2565,23.06,47961,21.21,44124,31174,38368,59951,71941,2019,2025-06-27 19:46:13.027781,Low-Middle,Moderate Cost
48580,Wausau Msa,47-2111,Electricians,Electricians,1710,27.63,57463,25.42,52866,37351,45970,71829,86195,2019,2025-06-27 19:46:13.027787,Middle,Moderate Cost
48580,Wausau Msa,47-2152,Plumbers,"Plumbers, Pipefitters, and Steamfitters",1211,25.72,53495,23.66,49215,34771,42796,66868,80242,2019,2025-06-27 19:46:13.027792,Middle,Moderate Cost
48580,Wausau Msa,49-3023,Automotive Technicians,Automotive Service Technicians and Mechanics,1995,20.15,41911,18.54,38558,27242,33529,52389,62867,2019,2025-06-27 19:46:13.027798,Low-Middle,Moderate Cost
48580,Wausau Msa,13-2011,Accountants,Accountants and Auditors,3135,30.3,63024,27.88,57982,40965,50419,78780,94536,2019,2025-06-27 19:46:13.027804,Middle,Moderate Cost
48580,Wausau Msa,15-1252,Software Developers,Software Developers,2137,36.8,76540,33.85,70417,49751,61232,95675,114810,2019,2025-06-27 19:46:13.027809,Middle,High Cost
48580,Wausau Msa,13-1161,Marketing Specialists,Marketing Specialists,1710,25.72,53495,23.66,49215,34771,42796,66868,80242,2019,2025-06-27 19:46:13.027815,Middle,Moderate Cost
48580,Wausau Msa,41-9022,Real Estate Agents,Real Estate Sales Agents,1140,23.4,48669,21.53,44776,31635,38935,60837,73004,2019,2025-06-27 19:46:13.027821,Low-Middle,Moderate Cost
36780,Oshkosh Msa,11-1021,General Managers,General and Operations Managers,3562,42.13,87621,38.76,80611,56953,70097,109526,131432,2019,2025-06-27 19:46:13.027828,High,High Cost
36780,Oshkosh Msa,11-9051,Food Service Managers,Food Service Managers,1140,23.17,48195,21.32,44339,31326,38556,60243,72292,2019,2025-06-27 19:46:13.027834,Low-Middle,Moderate Cost
36780,Oshkosh Msa,11-9081,Retail Managers,Retail Sales Managers,1710,21.49,44705,19.77,41129,29058,35764,55882,67058,2019,2025-06-27 19:46:13.027840,Low-Middle,Moderate Cost
36780,Oshkosh Msa,11-9021,Construction Managers,Construction Managers,498,38.39,79855,35.32,73466,51905,63884,99818,119782,2019,2025-06-27 19:46:13.027846,Middle,High Cost
36780,Oshkosh Msa,29-1141,Registered Nurses,Registered Nurses,9262,32.06,66682,29.49,61348,43343,53346,83353,100024,2019,2025-06-27 19:46:13.027851,Middle,High Cost
36780,Oshkosh Msa,31-9092,Medical Assistants,Medical Assistants,2565,15.89,33043,14.62,30400,21478,26434,41304,49565,2019,2025-06-27 19:46:13.027857,Low-Middle,Low Cost
36780,Oshkosh Msa,31-1121,Home Health Aides,Home Health and Personal Care Aides,4987,12.18,25333,11.21,23306,16466,20266,31666,37999,2019,2025-06-27 19:46:13.027863,Low,Low Cost
36780,Oshkosh Msa,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,6412,10.98,22836,10.1,21009,14843,18269,28545,34254,2019,2025-06-27 19:46:13.027868,Low,Low Cost
36780,Oshkosh Msa,35-3031,Waiters Waitresses,Waiters and Waitresses,7410,10.49,21818,9.65,20072,14181,17454,27272,32727,2019,2025-06-27 19:46:13.027874,Low,Low Cost
36780,Oshkosh Msa,35-2014,Cooks Restaurant,"Cooks, Restaurant",3990,12.3,25576,11.31,23530,16625,20461,31971,38365,2019,2025-06-27 19:46:13.027880,Low,Low Cost
36780,Oshkosh Msa,35-3011,Bartenders,Bartenders,2137,11.53,23980,10.61,22062,15587,19184,29975,35970,2019,2025-06-27 19:46:13.027885,Low,Low Cost
36780,Oshkosh Msa,41-2031,Retail Salespersons,Retail Salespersons,12112,13.37,27804,12.3,25580,18073,22243,34756,41707,2019,2025-06-27 19:46:13.027891,Low-Middle,Low Cost
36780,Oshkosh Msa,41-2011,Cashiers,Cashiers,13537,10.54,21923,9.7,20169,14249,17538,27403,32884,2019,2025-06-27 19:46:13.027897,Low,Low Cost
36780,Oshkosh Msa,43-4051,Customer Service Reps,Customer Service Representatives,5985,16.12,33529,14.83,30847,21794,26823,41911,50294,2019,2025-06-27 19:46:13.027903,Low-Middle,Low Cost
36780,Oshkosh Msa,39-5012,Hairdressers,"Hairdressers, Hairstylists, and Cosmetologists",1211,14.33,29803,13.18,27419,19372,23843,37254,44705,2019,2025-06-27 19:46:13.027908,Low-Middle,Low Cost
36780,Oshkosh Msa,39-9031,Fitness Trainers,Fitness Trainers and Aerobics Instructors,783,16.37,34056,15.06,31332,22136,27245,42570,51084,2019,2025-06-27 19:46:13.027914,Low-Middle,Low Cost
36780,Oshkosh Msa,39-9011,Childcare Workers,Childcare Workers,3562,11.36,23636,10.45,21745,15363,18909,29545,35454,2019,2025-06-27 19:46:13.027919,Low,Low Cost
36780,Oshkosh Msa,47-2031,Carpenters,Carpenters,2565,23.06,47961,21.21,44124,31174,38368,59951,71941,2019,2025-06-27 19:46:13.027925,Low-Middle,Moderate Cost
36780,Oshkosh Msa,47-2111,Electricians,Electricians,1710,27.63,57463,25.42,52866,37351,45970,71829,86195,2019,2025-06-27 19:46:13.027930,Middle,Moderate Cost
36780,Oshkosh Msa,47-2152,Plumbers,"Plumbers, Pipefitters, and Steamfitters",1211,25.72,53495,23.66,49215,34771,42796,66868,80242,2019,2025-06-27 19:46:13.027936,Middle,Moderate Cost
36780,Oshkosh Msa,49-3023,Automotive Technicians,Automotive Service Technicians and Mechanics,1995,20.15,41911,18.54,38558,27242,33529,52389,62867,2019,2025-06-27 19:46:13.027941,Low-Middle,Moderate Cost
36780,Oshkosh Msa,13-2011,Accountants,Accountants and Auditors,3135,30.3,63024,27.88,57982,40965,50419,78780,94536,2019,2025-06-27 19:46:13.027947,Middle,Moderate Cost
36780,Oshkosh Msa,15-1252,Software Developers,Software Developers,2137,36.8,76540,33.85,70417,49751,61232,95675,114810,2019,2025-06-27 19:46:13.027953,Middle,High Cost
36780,Oshkosh Msa,13-1161,Marketing Specialists,Marketing Specialists,1710,25.72,53495,23.66,49215,34771,42796,66868,80242,2019,2025-06-27 19:46:13.027959,Middle,Moderate Cost
36780,Oshkosh Msa,41-9022,Real Estate Agents,Real Estate Sales Agents,1140,23.4,48669,21.53,44776,31635,38935,60837,73004,2019,2025-06-27 19:46:13.027964,Low-Middle,Moderate Cost
27500,Janesville Msa,11-1021,General Managers,General and Operations Managers,3562,42.13,87621,38.76,80611,56953,70097,109526,131432,2019,2025-06-27 19:46:13.027971,High,High Cost
27500,Janesville Msa,11-9051,Food Service Managers,Food Service Managers,1140,23.17,48195,21.32,44339,31326,38556,60243,72292,2019,2025-06-27 19:46:13.027977,Low-Middle,Moderate Cost
27500,Janesville Msa,11-9081,Retail Managers,Retail Sales Managers,1710,21.49,44705,19.77,41129,29058,35764,55882,67058,2019,2025-06-27 19:46:13.027982,Low-Middle,Moderate Cost
27500,Janesville Msa,11-9021,Construction Managers,Construction Managers,498,38.39,79855,35.32,73466,51905,63884,99818,119782,2019,2025-06-27 19:46:13.027988,Middle,High Cost
27500,Janesville Msa,29-1141,Registered Nurses,Registered Nurses,9262,32.06,66682,29.49,61348,43343,53346,83353,100024,2019,2025-06-27 19:46:13.027994,Middle,High Cost
27500,Janesville Msa,31-9092,Medical Assistants,Medical Assistants,2565,15.89,33043,14.62,30400,21478,26434,41304,49565,2019,2025-06-27 19:46:13.028000,Low-Middle,Low Cost
27500,Janesville Msa,31-1121,Home Health Aides,Home Health and Personal Care Aides,4987,12.18,25333,11.21,23306,16466,20266,31666,37999,2019,2025-06-27 19:46:13.028005,Low,Low Cost
27500,Janesville Msa,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,6412,10.98,22836,10.1,21009,14843,18269,28545,34254,2019,2025-06-27 19:46:13.028011,Low,Low Cost
27500,Janesville Msa,35-3031,Waiters Waitresses,Waiters and Waitresses,7410,10.49,21818,9.65,20072,14181,17454,27272,32727,2019,2025-06-27 19:46:13.028017,Low,Low Cost
27500,Janesville Msa,35-2014,Cooks Restaurant,"Cooks, Restaurant",3990,12.3,25576,11.31,23530,16625,20461,31971,38365,2019,2025-06-27 19:46:13.028023,Low,Low Cost
27500,Janesville Msa,35-3011,Bartenders,Bartenders,2137,11.53,23980,10.61,22062,15587,19184,29975,35970,2019,2025-06-27 19:46:13.028028,Low,Low Cost
27500,Janesville Msa,41-2031,Retail Salespersons,Retail Salespersons,12112,13.37,27804,12.3,25580,18073,22243,34756,41707,2019,2025-06-27 19:46:13.028034,Low-Middle,Low Cost
27500,Janesville Msa,41-2011,Cashiers,Cashiers,13537,10.54,21923,9.7,20169,14249,17538,27403,32884,2019,2025-06-27 19:46:13.028040,Low,Low Cost
27500,Janesville Msa,43-4051,Customer Service Reps,Customer Service Representatives,5985,16.12,33529,14.83,30847,21794,26823,41911,50294,2019,2025-06-27 19:46:13.028046,Low-Middle,Low Cost
27500,Janesville Msa,39-5012,Hairdressers,"Hairdressers, Hairstylists, and Cosmetologists",1211,14.33,29803,13.18,27419,19372,23843,37254,44705,2019,2025-06-27 19:46:13.028051,Low-Middle,Low Cost
27500,Janesville Msa,39-9031,Fitness Trainers,Fitness Trainers and Aerobics Instructors,783,16.37,34056,15.06,31332,22136,27245,42570,51084,2019,2025-06-27 19:46:13.028057,Low-Middle,Low Cost
27500,Janesville Msa,39-9011,Childcare Workers,Childcare Workers,3562,11.36,23636,10.45,21745,15363,18909,29545,35454,2019,2025-06-27 19:46:13.028063,Low,Low Cost
27500,Janesville Msa,47-2031,Carpenters,Carpenters,2565,23.06,47961,21.21,44124,31174,38368,59951,71941,2019,2025-06-27 19:46:13.028069,Low-Middle,Moderate Cost
27500,Janesville Msa,47-2111,Electricians,Electricians,1710,27.63,57463,25.42,52866,37351,45970,71829,86195,2019,2025-06-27 19:46:13.028074,Middle,Moderate Cost
27500,Janesville Msa,47-2152,Plumbers,"Plumbers, Pipefitters, and Steamfitters",1211,25.72,53495,23.66,49215,34771,42796,66868,80242,2019,2025-06-27 19:46:13.028080,Middle,Moderate Cost
27500,Janesville Msa,49-3023,Automotive Technicians,Automotive Service Technicians and Mechanics,1995,20.15,41911,18.54,38558,27242,33529,52389,62867,2019,2025-06-27 19:46:13.028086,Low-Middle,Moderate Cost
27500,Janesville Msa,13-2011,Accountants,Accountants and Auditors,3135,30.3,63024,27.88,57982,40965,50419,78780,94536,2019,2025-06-27 19:46:13.028092,Middle,Moderate Cost
27500,Janesville Msa,15-1252,Software Developers,Software Developers,2137,36.8,76540,33.85,70417,49751,61232,95675,114810,2019,2025-06-27 19:46:13.028098,Middle,High Cost
27500,Janesville Msa,13-1161,Marketing Specialists,Marketing Specialists,1710,25.72,53495,23.66,49215,34771,42796,66868,80242,2019,2025-06-27 19:46:13.028103,Middle,Moderate Cost
27500,Janesville Msa,41-9022,Real Estate Agents,Real Estate Sales Agents,1140,23.4,48669,21.53,44776,31635,38935,60837,73004,2019,2025-06-27 19:46:13.028109,Low-Middle,Moderate Cost
43100,Sheboygan Msa,11-1021,General Managers,General and Operations Managers,3562,42.13,87621,38.76,80611,56953,70097,109526,131432,2019,2025-06-27 19:46:13.028116,High,High Cost
43100,Sheboygan Msa,11-9051,Food Service Managers,Food Service Managers,1140,23.17,48195,21.32,44339,31326,38556,60243,72292,2019,2025-06-27 19:46:13.028121,Low-Middle,Moderate Cost
43100,Sheboygan Msa,11-9081,Retail Managers,Retail Sales Managers,1710,21.49,44705,19.77,41129,29058,35764,55882,67058,2019,2025-06-27 19:46:13.028130,Low-Middle,Moderate Cost
43100,Sheboygan Msa,11-9021,Construction Managers,Construction Managers,498,38.39,79855,35.32,73466,51905,63884,99818,119782,2019,2025-06-27 19:46:13.028136,Middle,High Cost
43100,Sheboygan Msa,29-1141,Registered Nurses,Registered Nurses,9262,32.06,66682,29.49,61348,43343,53346,83353,100024,2019,2025-06-27 19:46:13.028142,Middle,High Cost
43100,Sheboygan Msa,31-9092,Medical Assistants,Medical Assistants,2565,15.89,33043,14.62,30400,21478,26434,41304,49565,2019,2025-06-27 19:46:13.028148,Low-Middle,Low Cost
43100,Sheboygan Msa,31-1121,Home Health Aides,Home Health and Personal Care Aides,4987,12.18,25333,11.21,23306,16466,20266,31666,37999,2019,2025-06-27 19:46:13.028153,Low,Low Cost
43100,Sheboygan Msa,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,6412,10.98,22836,10.1,21009,14843,18269,28545,34254,2019,2025-06-27 19:46:13.028159,Low,Low Cost
43100,Sheboygan Msa,35-3031,Waiters Waitresses,Waiters and Waitresses,7410,10.49,21818,9.65,20072,14181,17454,27272,32727,2019,2025-06-27 19:46:13.028165,Low,Low Cost
43100,Sheboygan Msa,35-2014,Cooks Restaurant,"Cooks, Restaurant",3990,12.3,25576,11.31,23530,16625,20461,31971,38365,2019,2025-06-27 19:46:13.028171,Low,Low Cost
43100,Sheboygan Msa,35-3011,Bartenders,Bartenders,2137,11.53,23980,10.61,22062,15587,19184,29975,35970,2019,2025-06-27 19:46:13.028176,Low,Low Cost
43100,Sheboygan Msa,41-2031,Retail Salespersons,Retail Salespersons,12112,13.37,27804,12.3,25580,18073,22243,34756,41707,2019,2025-06-27 19:46:13.028182,Low-Middle,Low Cost
43100,Sheboygan Msa,41-2011,Cashiers,Cashiers,13537,10.54,21923,9.7,20169,14249,17538,27403,32884,2019,2025-06-27 19:46:13.028190,Low,Low Cost
43100,Sheboygan Msa,43-4051,Customer Service Reps,Customer Service Representatives,5985,16.12,33529,14.83,30847,21794,26823,41911,50294,2019,2025-06-27 19:46:13.028196,Low-Middle,Low Cost
43100,Sheboygan Msa,39-5012,Hairdressers,"Hairdressers, Hairstylists, and Cosmetologists",1211,14.33,29803,13.18,27419,19372,23843,37254,44705,2019,2025-06-27 19:46:13.028201,Low-Middle,Low Cost
43100,Sheboygan Msa,39-9031,Fitness Trainers,Fitness Trainers and Aerobics Instructors,783,16.37,34056,15.06,31332,22136,27245,42570,51084,2019,2025-06-27 19:46:13.028207,Low-Middle,Low Cost
43100,Sheboygan Msa,39-9011,Childcare Workers,Childcare Workers,3562,11.36,23636,10.45,21745,15363,18909,29545,35454,2019,2025-06-27 19:46:13.028214,Low,Low Cost
43100,Sheboygan Msa,47-2031,Carpenters,Carpenters,2565,23.06,47961,21.21,44124,31174,38368,59951,71941,2019,2025-06-27 19:46:13.028220,Low-Middle,Moderate Cost
43100,Sheboygan Msa,47-2111,Electricians,Electricians,1710,27.63,57463,25.42,52866,37351,45970,71829,86195,2019,2025-06-27 19:46:13.028225,Middle,Moderate Cost
43100,Sheboygan Msa,47-2152,Plumbers,"Plumbers, Pipefitters, and Steamfitters",1211,25.72,53495,23.66,49215,34771,42796,66868,80242,2019,2025-06-27 19:46:13.028233,Middle,Moderate Cost
43100,Sheboygan Msa,49-3023,Automotive Technicians,Automotive Service Technicians and Mechanics,1995,20.15,41911,18.54,38558,27242,33529,52389,62867,2019,2025-06-27 19:46:13.028239,Low-Middle,Moderate Cost
43100,Sheboygan Msa,13-2011,Accountants,Accountants and Auditors,3135,30.3,63024,27.88,57982,40965,50419,78780,94536,2019,2025-06-27 19:46:13.028244,Middle,Moderate Cost
43100,Sheboygan Msa,15-1252,Software Developers,Software Developers,2137,36.8,76540,33.85,70417,49751,61232,95675,114810,2019,2025-06-27 19:46:13.028253,Middle,High Cost
43100,Sheboygan Msa,13-1161,Marketing Specialists,Marketing Specialists,1710,25.72,53495,23.66,49215,34771,42796,66868,80242,2019,2025-06-27 19:46:13.028259,Middle,Moderate Cost
43100,Sheboygan Msa,41-9022,Real Estate Agents,Real Estate Sales Agents,1140,23.4,48669,21.53,44776,31635,38935,60837,73004,2019,2025-06-27 19:46:13.028265,Low-Middle,Moderate Cost
5500000,Wisconsin State,11-1021,General Managers,General and Operations Managers,25000,45.67,95000,42.02,87400,61750,76000,118750,142500,2020,2025-06-27 19:46:15.042432,High,High Cost
5500000,Wisconsin State,11-9051,Food Service Managers,Food Service Managers,8000,25.0,52000,23.0,47840,33800,41600,65000,78000,2020,2025-06-27 19:46:15.042457,Middle,Moderate Cost
5500000,Wisconsin State,11-9081,Retail Managers,Retail Sales Managers,12000,23.08,48000,21.23,44160,31200,38400,60000,72000,2020,2025-06-27 19:46:15.042484,Low-Middle,Moderate Cost
5500000,Wisconsin State,11-9021,Construction Managers,Construction Managers,3500,41.83,87000,38.48,80040,56550,69600,108750,130500,2020,2025-06-27 19:46:15.042508,High,High Cost
5500000,Wisconsin State,29-1141,Registered Nurses,Registered Nurses,65000,35.1,73000,32.29,67160,47450,58400,91250,109500,2020,2025-06-27 19:46:15.042555,Middle,High Cost
5500000,Wisconsin State,31-9092,Medical Assistants,Medical Assistants,18000,17.31,36000,15.92,33120,23400,28800,45000,54000,2020,2025-06-27 19:46:15.042567,Low-Middle,Low Cost
5500000,Wisconsin State,31-1121,Home Health Aides,Home Health and Personal Care Aides,35000,13.46,28000,12.38,25760,18200,22400,35000,42000,2020,2025-06-27 19:46:15.042578,Low-Middle,Low Cost
